control,r_samehh
'289091950147','2'
'289092700141','1'
'289092730149','1'
'289092770142','1'
'289092930142','1'
'289092960141','1'
'289092990149','1'
'289094080149','1'
'289094150249','1'
'289094230140','1'
'289094310140','1'
'289094560140','2'
'289097010142','1'
'289100370140','2'
'289101160140','2'
'289101320140','1'
'289101570140','1'
'289102140140','1'
'289102290141','1'
'289102300140','1'
'289102550140','1'
'289102730142','1'
'289102990142','1'
'289103300149','1'
'289103550149','1'
'289103700140','2'
'289103750141','2'
'289103960140','1'
'289104730148','2'
'289104990148','2'
'289105770143','1'
'289107110143','1'
'289107170145','1'
'289107370143','1'
'289107520143','1'
'289107580145','1'
'289112700144','1'
'289112960144','1'
'289114380142','1'
'289114530142','1'
'289114980147','1'
'289115760145','1'
'289115920145','1'
'289116760141','1'
'289116920141','1'
'289117970140','2'
'289118340143','1'
'289118590143','1'
'289119150146','1'
'289119310146','1'
'289119560146','1'
'289120150143','2'
'289120430144','1'
'289120560143','2'
'289120840144','1'
'289122460141','1'
'289122870141','1'
'289123740243','2'
'289124380149','2'
'289124530149','1'
'289124780140','1'
'289127160146','2'
'289127320146','1'
'289129110149','1'
'289129370149','1'
'289129520149','1'
'289129770140','1'
'289129930140','2'
'289130730141','1'
'289130990141','1'
'289132980141','1'
'289134180145','1'
'289134340145','1'
'289134590145','1'
'289135140147','2'
'289135140444','2'
'289135140741','2'
'289135300147','1'
'289135790142','1'
'289135950142','1'
'289137420148','2'
'289137680345','2'
'289137830148','2'
'289138130146','1'
'289138390146','1'
'289140320140','2'
'289140570140','1'
'289141120145','2'
'289141380145','1'
'289141530145','2'
'289141740149','2'
'289141900149','1'
'289141980144','1'
'289142780146','1'
'289142940146','1'
'289143130146','1'
'289143390146','2'
'289143540146','2'
'289143750141','1'
'289143770145','1'
'289143910141','1'
'289143930145','2'
'289144160146','1'
'289144320146','2'
'289144770145','1'
'289144930145','1'
'289147110144','1'
'289147520144','1'
'289147930145','2'
'289148760149','2'
'289149850148','1'
'289150220145','1'
'289150550145','1'
'289150630145','1'
'289151160148','1'
'289151320148','1'
'289151570148','2'
'289152350144','1'
'289153990144','1'
'289157240147','1'
'289157650147','1'
'289158170143','2'
'289160540245','1'
'289161580147','1'
'289161660147','1'
'289161940143','2'
'289162190144','1'
'289162350144','2'
'289162500144','2'
'289162720142','1'
'289162980142','1'
'289164570142','1'
'289167770143','1'
'289167930143','1'
'289168190143','1'
'289168350143','1'
'289168350144','1'
'289168500143','1'
'289168500144','2'
'289169300149','2'
'289169550149','1'
'289169700140','1'
'289169960140','2'
'289170840146','1'
'289173040149','1'
'289173290140','2'
'289173600140','1'
'289173720148','2'
'289173980148','1'
'289174720144','1'
'289174980144','1'
'289176720143','2'
'289176980143','1'
'289177110147','1'
'289177370147','2'
'289177520147','1'
'289177740149','1'
'289177900149','1'
'289181160146','1'
'289181570146','1'
'289182750149','1'
'289184690145','1'
'289185740148','1'
'289185880141','1'
'289190190147','2'
'289190350147','2'
'289190410149','1'
'289190500147','1'
'289190820149','1'
'289195260146','1'
'289195670146','1'
'289195890148','2'
'289195970148','1'
'289196150146','1'
'289196310146','1'
'289196560146','2'
'289196760141','1'
'289196920141','2'
'289199780142','1'
'289199940142','1'
'289200770149','1'
'289201790145','1'
'289202120144','1'
'289202210149','1'
'289202460140','2'
'289202870140','1'
'289204110149','2'
'289204370149','1'
'289204520149','1'
'289204770140','2'
'289206190140','2'
'289206350140','1'
'289206410147','1'
'289206500140','1'
'289206820147','1'
'289207330143','1'
'289207580143','2'
'289207790144','1'
'289207900145','2'
'289207950144','1'
'289212700144','1'
'289212960144','2'
'289216180140','2'
'289216340140','1'
'289216590140','1'
'289218110241','2'
'289218370241','1'
'289219950147','1'
'289220010142','1'
'289223180144','2'
'289223340144','1'
'289223590144','2'
'289226200147','2'
'289226350149','1'
'289226500149','1'
'289226610147','2'
'289226750140','1'
'289226910140','2'
'289228540149','1'
'289228790140','1'
'289228950140','1'
'289229110142','1'
'289229370142','1'
'289229380149','1'
'289229520142','1'
'289229530149','1'
'289229780140','1'
'289230720144','1'
'289230980144','1'
'289231100148','1'
'289231360148','1'
'289231510148','1'
'289233390149','2'
'289233540149','1'
'289233790140','1'
'289234960145','1'
'289236270145','1'
'289236680145','1'
'289236720144','1'
'289236980144','2'
'289238760146','1'
'289238920146','1'
'289239490146','1'
'289239740141','2'
'289239740145','1'
'289239800146','1'
'289239980146','2'
'289240780143','1'
'289243160146','2'
'289243570146','1'
'289243740141','2'
'289245480141','1'
'289245890141','1'
'289246150148','1'
'289246310148','1'
'289246560148','1'
'289246790143','1'
'289246950143','1'
'289247140146','1'
'289247300146','1'
'289247550146','1'
'289248710147','1'
'289248970147','1'
'289250770144','2'
'289250930144','2'
'289253230140','1'
'289253640140','1'
'289253760141','1'
'289253920141','1'
'289254890148','2'
'289257710143','1'
'289257970143','1'
'289260440147','2'
'289260850147','2'
'289261140141','1'
'289261550141','1'
'289261920146','1'
'289263760145','1'
'289263920145','1'
'289265790142','1'
'289265950142','1'
'289267750141','2'
'289267910141','2'
'289268100140','1'
'289268320142','1'
'289268510140','1'
'289268570142','1'
'289269190140','1'
'289269350140','1'
'289269500140','2'
'289270550143','1'
'289270740142','1'
'289272720148','1'
'289276740146','1'
'289276780145','1'
'289276900146','1'
'289276940145','1'
'289281100145','2'
'289281100147','1'
'289281360145','1'
'289281510145','2'
'289281510147','1'
'289283160141','1'
'289283320141','1'
'289283570141','1'
'289284940347','1'
'289285910143','2'
'289287170145','2'
'289287330145','2'
'289287580145','2'
'289289370144','1'
'289289520144','1'
'289291790146','1'
'289291950146','1'
'289292180148','1'
'289292340148','1'
'289292400147','1'
'289292810147','1'
'289293050145','2'
'289293340144','2'
'289293590144','1'
'289293740146','1'
'289293900146','1'
'289294190143','1'
'289294350143','1'
'289294500143','1'
'289295130146','1'
'289295390146','2'
'289297140143','1'
'289297300143','1'
'289300110142','1'
'289300370142','1'
'289300520142','1'
'289302150146','2'
'289302310146','1'
'289302560146','1'
'289303170146','2'
'289303330146','2'
'289303390142','2'
'289303540142','1'
'289303580146','1'
'289305730148','1'
'289305990148','1'
'289306150146','1'
'289306560146','1'
'289309130146','2'
'289309390146','1'
'289309540146','1'
'289309940142','1'
'289310170143','1'
'289310580143','1'
'289311530243','1'
'289312480141','1'
'289312710141','1'
'289312890141','1'
'289312970141','1'
'289313050146','2'
'289315190140','1'
'289315350140','1'
'289315500140','2'
'289316780146','1'
'289319150146','1'
'289319310146','2'
'289319560146','2'
'289319770147','2'
'289320450147','1'
'289320700148','2'
'289320860147','1'
'289320960148','2'
'289321100140','1'
'289321510140','1'
'289324970240','1'
'289324970349','2'
'289325540148','1'
'289326960149','1'
'289329130148','1'
'289329390148','1'
'289335730144','1'
'289335760148','1'
'289335920148','1'
'289335990144','1'
'289336700146','1'
'289337750148','1'
'289338110148','1'
'289338370148','1'
'289338520148','1'
'289339190147','1'
'289339350147','2'
'289339500147','1'
'289343510140','1'
'289343970142','1'
'289344650143','2'
'289345150141','1'
'289345310141','2'
'289345560141','2'
'289346800141','1'
'289347340244','1'
'289347340342','2'
'289347740145','1'
'289348160243','2'
'289348750141','1'
'289348910141','1'
'289349310142','1'
'289349560142','1'
'289351300146','2'
'289351550146','1'
'289354760148','2'
'289354920148','1'
'289355110144','1'
'289355350140','1'
'289355370144','2'
'289356120145','1'
'289356530145','1'
'289358730141','1'
'289358990141','2'
'289359910146','1'
'289361960143','1'
'289363760149','1'
'289363920149','1'
'289365140144','1'
'289365300144','1'
'289365550144','1'
'289367720148','2'
'289369190140','1'
'289369350140','1'
'289369500140','1'
'289369740141','1'
'289370580143','1'
'289372960148','1'
'289374260148','1'
'289374390143','1'
'289374540143','1'
'289374670148','2'
'289375750144','1'
'289375750145','1'
'289375910144','1'
'289375910145','1'
'289376170148','2'
'289376580148','2'
'289377640246','1'
'289379140144','1'
'289379300144','2'
'289379550144','1'
'289380180146','1'
'289380340146','1'
'289380590146','1'
'289381700147','1'
'289383560143','1'
'289384380149','1'
'289384530149','1'
'289384780140','1'
'289386780149','1'
'289387410144','1'
'289387820144','1'
'289388770145','1'
'289389420146','2'
'289389830146','1'
'289389910146','1'
'289391590242','2'
'289392840146','2'
'289393520240','2'
'289393520349','1'
'289393550242','2'
'289396790147','2'
'289396950147','2'
'289398700147','1'
'289398960147','1'
'289404180140','2'
'289404340140','2'
'289407780141','1'
'289407940141','1'
'289408320140','1'
'289408650140','2'
'289409530149','1'
'289409780140','2'
'289409940140','1'
'289410180140','1'
'289410340140','2'
'289410590140','2'
'289411120144','1'
'289411380144','1'
'289411530144','1'
'289416120141','1'
'289416530141','1'
'289417140147','1'
'289417550147','1'
'289418750145','1'
'289418910145','1'
'289421000144','1'
'289421770142','1'
'289421930142','1'
'289422780145','1'
'289422940145','1'
'289423140142','1'
'289423550142','1'
'289425210141','1'
'289425620141','2'
'289426690143','1'
'289430440141','1'
'289433040140','2'
'289433170141','1'
'289433330141','1'
'289433580141','1'
'289434180145','2'
'289434340145','1'
'289438170140','1'
'289438330140','2'
'289439100141','1'
'289439360141','1'
'289439510141','1'
'289439920142','1'
'289440140146','2'
'289440550146','1'
'289442390148','1'
'289443070145','1'
'289444340146','1'
'289444590146','1'
'289447410144','1'
'289447740146','2'
'289447760145','1'
'289447820144','2'
'289447900146','2'
'289447920145','1'
'289448920148','2'
'289449760145','1'
'289449920145','1'
'289451250146','1'
'289452070149','2'
'289452220140','1'
'289452550140','1'
'289452590147','1'
'289454110142','2'
'289454370142','1'
'289454520142','1'
'289458760148','2'
'289460740146','1'
'289460900146','1'
'289465160144','2'
'289465320144','2'
'289465570144','1'
'289467720141','1'
'289467750149','1'
'289467910149','1'
'289467980141','1'
'289468090149','1'
'289468240140','2'
'289469770140','1'
'289472140148','1'
'289472300148','1'
'289472380141','2'
'289473120145','2'
'289473380145','1'
'289473530145','1'
'289473760143','2'
'289474160149','1'
'289474720140','1'
'289474980140','1'
'289477720149','1'
'289477730144','1'
'289477980149','2'
'289477990144','2'
'289479770148','1'
'289479930148','2'
'289481710144','1'
'289481970144','2'
'289482800144','1'
'289482980144','1'
'289483130149','1'
'289483390149','1'
'289483450148','2'
'289483540149','2'
'289483790140','2'
'289483860148','1'
'289485100144','1'
'289485510144','1'
'289486940447','1'
'289489160143','2'
'289489570143','2'
'289489720147','1'
'289489980147','1'
'289490110149','2'
'289490370149','1'
'289490520149','1'
'289490770140','1'
'289490930140','1'
'289491700149','1'
'289491960149','1'
'289492110145','1'
'289492370145','1'
'289492520145','1'
'289493350147','1'
'289493500147','1'
'289494790144','1'
'289494950144','1'
'289497330343','2'
'289497740141','1'
'289497900141','1'
'289497990146','1'
'289499770146','2'
'289499930146','1'
'289499990148','1'
'289502130143','1'
'289502390143','1'
'289502540143','1'
'289502790147','1'
'289502950147','1'
'289503780143','1'
'289503940143','1'
'289504340140','1'
'289504590140','1'
'289505740441','1'
'289505900144','2'
'289506100149','2'
'289506360149','1'
'289506510149','1'
'289506740145','1'
'289506900145','1'
'289506920140','1'
'289507700148','1'
'289508150143','2'
'289508310143','1'
'289508310144','1'
'289508560143','1'
'289508560144','1'
'289509110146','1'
'289509520146','2'
'289510380145','2'
'289510530145','2'
'289512200149','1'
'289512610149','1'
'289512860140','1'
'289513630143','1'
'289515130145','1'
'289515390145','1'
'289515540145','1'
'289517330244','2'
'289519760148','1'
'289519920148','1'
'289521170140','1'
'289521330140','2'
'289521580140','1'
'289522340147','1'
'289522590147','1'
'289524130147','2'
'289524390147','1'
'289524950247','2'
'289525040145','2'
'289525980146','1'
'289527560147','1'
'289528160147','1'
'289528320147','1'
'289528570147','1'
'289529760145','2'
'289529920145','1'
'289530140145','1'
'289530300145','2'
'289530550145','1'
'289532050148','2'
'289536150149','2'
'289536480140','1'
'289536640149','1'
'289536710140','1'
'289536930144','1'
'289542180142','2'
'289542340142','2'
'289543390143','1'
'289543540143','2'
'289543790243','2'
'289545790148','1'
'289545950148','1'
'289546150146','1'
'289546310146','1'
'289546740144','1'
'289546900144','1'
'289548100145','1'
'289548360145','1'
'289549600147','1'
'289550110145','2'
'289550370145','1'
'289550520145','1'
'289550980141','1'
'289551380248','1'
'289553190146','1'
'289553350146','1'
'289553500146','1'
'289555780140','1'
'289555940140','1'
'289557320141','1'
'289557570141','2'
'289557980241','2'
'289557980647','2'
'289558190145','1'
'289558350145','1'
'289559410148','1'
'289560120145','1'
'289560380145','2'
